Sample,Unique_CDR3_Count
SRR18509792.unmapped.longest_only,2252
SRR18509950.unmapped.longest_only,2075
SRR18509161.unmapped.longest_only,3372
SRR18510483.unmapped.longest_only,722
SRR18510795.unmapped.longest_only,830
SRR18510151.unmapped.longest_only,2618
SRR18509993.unmapped.longest_only,1072
SRR18509531.unmapped.longest_only,1338
SRR18510604.unmapped.longest_only,1089
SRR18510745.unmapped.longest_only,1015
SRR18510603.unmapped.longest_only,1552
SRR18510980.unmapped.longest_only,1543
SRR18511335.unmapped.longest_only,836
SRR18509676.unmapped.longest_only,1584
SRR18511217.unmapped.longest_only,969
SRR18509759.unmapped.longest_only,2354
SRR18510880.unmapped.longest_only,1320
SRR18509149.unmapped.longest_only,1143
SRR18510451.unmapped.longest_only,2281
SRR18510932.unmapped.longest_only,792
SRR18510763.unmapped.longest_only,1067
SRR18511427.unmapped.longest_only,873
SRR18510559.unmapped.longest_only,2018
SRR18509512.unmapped.longest_only,2159
SRR18511233.unmapped.longest_only,881
SRR18511333.unmapped.longest_only,987
SRR18511093.unmapped.longest_only,811
SRR18509514.unmapped.longest_only,1107
SRR18509941.unmapped.longest_only,1838
SRR18509535.unmapped.longest_only,1530
SRR18509159.unmapped.longest_only,2416
SRR18509350.unmapped.longest_only,918
SRR18509974.unmapped.longest_only,3837
SRR18510002.unmapped.longest_only,679
SRR18511458.unmapped.longest_only,1712
SRR18509958.unmapped.longest_only,1010
SRR18510275.unmapped.longest_only,1271
SRR18509641.unmapped.longest_only,928
SRR18510006.unmapped.longest_only,1484
SRR18509171.unmapped.longest_only,1169
SRR18510140.unmapped.longest_only,1101
SRR18510598.unmapped.longest_only,1397
SRR18510485.unmapped.longest_only,1176
SRR18510087.unmapped.longest_only,1218
SRR18510581.unmapped.longest_only,1074
SRR18509205.unmapped.longest_only,871
SRR18510500.unmapped.longest_only,1540
SRR18511292.unmapped.longest_only,3020
SRR18509997.unmapped.longest_only,1287
SRR18509176.unmapped.longest_only,1736
SRR18509615.unmapped.longest_only,1824
SRR18510109.unmapped.longest_only,1163
SRR18509686.unmapped.longest_only,2036
SRR18509203.unmapped.longest_only,1136
SRR18509452.unmapped.longest_only,992
SRR18509629.unmapped.longest_only,771
SRR18510531.unmapped.longest_only,1505
SRR18509308.unmapped.longest_only,1311
SRR18509457.unmapped.longest_only,1227
SRR18511245.unmapped.longest_only,727
SRR18510404.unmapped.longest_only,1319
SRR18510560.unmapped.longest_only,1773
SRR18510875.unmapped.longest_only,6028
SRR18509056.unmapped.longest_only,1840
SRR18510496.unmapped.longest_only,1104
SRR18509075.unmapped.longest_only,2046
SRR18510767.unmapped.longest_only,2618
SRR18509539.unmapped.longest_only,1895
SRR18511506.unmapped.longest_only,1078
SRR18509060.unmapped.longest_only,834
SRR18510965.unmapped.longest_only,1433
SRR18509292.unmapped.longest_only,862
SRR18509827.unmapped.longest_only,1738
SRR18510476.unmapped.longest_only,1062
SRR18509861.unmapped.longest_only,978
SRR18510518.unmapped.longest_only,1193
SRR18509062.unmapped.longest_only,3150
SRR18509493.unmapped.longest_only,2876
SRR18509266.unmapped.longest_only,768
SRR18510941.unmapped.longest_only,3280
SRR18511397.unmapped.longest_only,1653
SRR18509376.unmapped.longest_only,974
SRR18509791.unmapped.longest_only,2252
SRR18510524.unmapped.longest_only,1094
SRR18510296.unmapped.longest_only,655
SRR18509213.unmapped.longest_only,1058
SRR18510323.unmapped.longest_only,2435
SRR18509165.unmapped.longest_only,1821
SRR18510304.unmapped.longest_only,1038
SRR18509110.unmapped.longest_only,2654
SRR18510134.unmapped.longest_only,1119
SRR18509674.unmapped.longest_only,2796
SRR18509579.unmapped.longest_only,2662
SRR18510919.unmapped.longest_only,1271
SRR18509658.unmapped.longest_only,3532
SRR18510646.unmapped.longest_only,1328
SRR18510886.unmapped.longest_only,864
SRR18510475.unmapped.longest_only,814
SRR18510621.unmapped.longest_only,2105
SRR18511382.unmapped.longest_only,1340
SRR18509486.unmapped.longest_only,1045
SRR18510484.unmapped.longest_only,821
SRR18509702.unmapped.longest_only,920
SRR18509752.unmapped.longest_only,1257
SRR18510042.unmapped.longest_only,1402
SRR18510357.unmapped.longest_only,1022
SRR18509837.unmapped.longest_only,17676
SRR18509080.unmapped.longest_only,1657
SRR18511360.unmapped.longest_only,1675
SRR18509448.unmapped.longest_only,1021
SRR18509600.unmapped.longest_only,4496
SRR18510421.unmapped.longest_only,1679
SRR18511369.unmapped.longest_only,1076
SRR18509253.unmapped.longest_only,1175
SRR18510352.unmapped.longest_only,2145
SRR18510584.unmapped.longest_only,2351
SRR18509763.unmapped.longest_only,893
SRR18509738.unmapped.longest_only,942
SRR18509729.unmapped.longest_only,1119
SRR18510846.unmapped.longest_only,1283
SRR18510379.unmapped.longest_only,1424
SRR18510540.unmapped.longest_only,1055
SRR18510616.unmapped.longest_only,1610
SRR18510163.unmapped.longest_only,1404
SRR18511398.unmapped.longest_only,1157
SRR18511263.unmapped.longest_only,729
SRR18509195.unmapped.longest_only,1099
SRR18509197.unmapped.longest_only,1917
SRR18509966.unmapped.longest_only,2974
SRR18510671.unmapped.longest_only,1861
SRR18509305.unmapped.longest_only,2147
SRR18509787.unmapped.longest_only,1993
SRR18510429.unmapped.longest_only,1334
SRR18509455.unmapped.longest_only,1260
SRR18510171.unmapped.longest_only,1481
SRR18510512.unmapped.longest_only,1214
SRR18511055.unmapped.longest_only,4972
SRR18511224.unmapped.longest_only,1110
SRR18510416.unmapped.longest_only,2335
SRR18509685.unmapped.longest_only,1205
SRR18510235.unmapped.longest_only,863
SRR18511024.unmapped.longest_only,2866
SRR18511280.unmapped.longest_only,1041
SRR18509418.unmapped.longest_only,1471
SRR18511121.unmapped.longest_only,1294
SRR18510851.unmapped.longest_only,5389
SRR18510804.unmapped.longest_only,1107
SRR18511147.unmapped.longest_only,1649
SRR18510008.unmapped.longest_only,1434
SRR18510649.unmapped.longest_only,1032
SRR18509567.unmapped.longest_only,986
SRR18510903.unmapped.longest_only,1147
SRR18511306.unmapped.longest_only,1482
SRR18510112.unmapped.longest_only,1463
SRR18509911.unmapped.longest_only,1225
SRR18511334.unmapped.longest_only,1022
SRR18509066.unmapped.longest_only,1473
SRR18509747.unmapped.longest_only,1058
SRR18510840.unmapped.longest_only,1935
SRR18510044.unmapped.longest_only,1239
SRR18510964.unmapped.longest_only,986
SRR18510402.unmapped.longest_only,1281
SRR18509962.unmapped.longest_only,8473
SRR18510861.unmapped.longest_only,2184
SRR18510749.unmapped.longest_only,1830
SRR18511395.unmapped.longest_only,2343
SRR18510660.unmapped.longest_only,1476
SRR18510058.unmapped.longest_only,2025
SRR18509549.unmapped.longest_only,1901
SRR18510217.unmapped.longest_only,1579
SRR18510430.unmapped.longest_only,1589
SRR18509726.unmapped.longest_only,1635
SRR18511107.unmapped.longest_only,1440
SRR18509156.unmapped.longest_only,1239
SRR18510634.unmapped.longest_only,957
SRR18510490.unmapped.longest_only,1429
SRR18510444.unmapped.longest_only,1089
SRR18509053.unmapped.longest_only,2762
SRR18509601.unmapped.longest_only,1797
SRR18511041.unmapped.longest_only,1355
SRR18510489.unmapped.longest_only,1993
SRR18511353.unmapped.longest_only,1163
SRR18510978.unmapped.longest_only,1273
SRR18509099.unmapped.longest_only,1954
SRR18509429.unmapped.longest_only,1074
SRR18511014.unmapped.longest_only,1182
SRR18510614.unmapped.longest_only,1497
SRR18511445.unmapped.longest_only,1126
SRR18511090.unmapped.longest_only,1643
SRR18509610.unmapped.longest_only,1974
SRR18510020.unmapped.longest_only,1126
SRR18509698.unmapped.longest_only,2222
SRR18509540.unmapped.longest_only,1510
SRR18510385.unmapped.longest_only,1017
SRR18509953.unmapped.longest_only,1172
SRR18509621.unmapped.longest_only,3083
SRR18511487.unmapped.longest_only,946
SRR18511232.unmapped.longest_only,1053
SRR18510012.unmapped.longest_only,2151
SRR18510274.unmapped.longest_only,1610
SRR18510510.unmapped.longest_only,2622
SRR18510039.unmapped.longest_only,934
SRR18510174.unmapped.longest_only,760
SRR18510160.unmapped.longest_only,704
SRR18510369.unmapped.longest_only,1039
SRR18511250.unmapped.longest_only,2370
SRR18510056.unmapped.longest_only,1191
SRR18509502.unmapped.longest_only,3272
SRR18511228.unmapped.longest_only,1241
SRR18509822.unmapped.longest_only,3379
SRR18510349.unmapped.longest_only,1124
SRR18509139.unmapped.longest_only,1192
SRR18510450.unmapped.longest_only,1983
SRR18510193.unmapped.longest_only,1571
SRR18509664.unmapped.longest_only,1474
SRR18510497.unmapped.longest_only,1361
SRR18510601.unmapped.longest_only,1177
SRR18509426.unmapped.longest_only,1327
SRR18509764.unmapped.longest_only,1365
SRR18511465.unmapped.longest_only,1314
SRR18509779.unmapped.longest_only,1658
SRR18509446.unmapped.longest_only,2042
SRR18509498.unmapped.longest_only,899
SRR18510011.unmapped.longest_only,1508
SRR18511001.unmapped.longest_only,1382
SRR18510992.unmapped.longest_only,1612
SRR18511038.unmapped.longest_only,2595
SRR18509830.unmapped.longest_only,1836
SRR18509094.unmapped.longest_only,1355
SRR18509735.unmapped.longest_only,1179
SRR18511448.unmapped.longest_only,844
SRR18509173.unmapped.longest_only,1228
SRR18510955.unmapped.longest_only,1315
SRR18510555.unmapped.longest_only,2954
SRR18510760.unmapped.longest_only,2234
SRR18509174.unmapped.longest_only,1353
SRR18511021.unmapped.longest_only,1450
SRR18511326.unmapped.longest_only,989
SRR18509412.unmapped.longest_only,1407
SRR18509558.unmapped.longest_only,2811
SRR18510535.unmapped.longest_only,1720
SRR18509548.unmapped.longest_only,1365
SRR18510106.unmapped.longest_only,3015
SRR18510019.unmapped.longest_only,1232
SRR18509920.unmapped.longest_only,1385
SRR18510118.unmapped.longest_only,1688
SRR18510909.unmapped.longest_only,877
SRR18510589.unmapped.longest_only,664
SRR18509102.unmapped.longest_only,732
SRR18510567.unmapped.longest_only,991
SRR18510853.unmapped.longest_only,958
SRR18510665.unmapped.longest_only,1385
SRR18509121.unmapped.longest_only,1110
SRR18509894.unmapped.longest_only,1111
SRR18510446.unmapped.longest_only,1295
SRR18510564.unmapped.longest_only,929
SRR18510922.unmapped.longest_only,1795
SRR18509992.unmapped.longest_only,1169
SRR18509831.unmapped.longest_only,14969
SRR18510697.unmapped.longest_only,1368
SRR18510410.unmapped.longest_only,1596
SRR18510842.unmapped.longest_only,1043
SRR18509268.unmapped.longest_only,673
SRR18509637.unmapped.longest_only,3292
SRR18509152.unmapped.longest_only,889
SRR18509542.unmapped.longest_only,2148
SRR18511504.unmapped.longest_only,1947
SRR18511114.unmapped.longest_only,1636
SRR18511363.unmapped.longest_only,2629
SRR18510936.unmapped.longest_only,1093
SRR18510013.unmapped.longest_only,1481
SRR18510283.unmapped.longest_only,1110
SRR18509745.unmapped.longest_only,1039
SRR18510892.unmapped.longest_only,8177
SRR18509650.unmapped.longest_only,2435
SRR18510770.unmapped.longest_only,784
SRR18509571.unmapped.longest_only,1077
SRR18509028.unmapped.longest_only,890
SRR18511073.unmapped.longest_only,1127
SRR18509484.unmapped.longest_only,949
SRR18510520.unmapped.longest_only,563
SRR18510826.unmapped.longest_only,388
SRR18509883.unmapped.longest_only,1239
SRR18509372.unmapped.longest_only,2160
SRR18509869.unmapped.longest_only,367
SRR18511054.unmapped.longest_only,2086
SRR18510139.unmapped.longest_only,1128
SRR18510260.unmapped.longest_only,1025
SRR18510577.unmapped.longest_only,825
SRR18509919.unmapped.longest_only,2789
SRR18510269.unmapped.longest_only,1191
SRR18510236.unmapped.longest_only,1115
SRR18511468.unmapped.longest_only,2361
SRR18510255.unmapped.longest_only,960
SRR18511507.unmapped.longest_only,1024
SRR18509351.unmapped.longest_only,1610
SRR18509506.unmapped.longest_only,1159
SRR18509235.unmapped.longest_only,2001
SRR18510579.unmapped.longest_only,2476
SRR18509067.unmapped.longest_only,1114
SRR18511339.unmapped.longest_only,1305
SRR18510883.unmapped.longest_only,1380
SRR18509407.unmapped.longest_only,950
SRR18511060.unmapped.longest_only,1528
SRR18509339.unmapped.longest_only,1048
SRR18509221.unmapped.longest_only,978
SRR18510261.unmapped.longest_only,1327
SRR18509181.unmapped.longest_only,2554
SRR18509400.unmapped.longest_only,555
SRR18510104.unmapped.longest_only,2524
SRR18509108.unmapped.longest_only,10384
SRR18511003.unmapped.longest_only,3322
SRR18511176.unmapped.longest_only,1020
SRR18509365.unmapped.longest_only,1143
SRR18509409.unmapped.longest_only,1016
SRR18510024.unmapped.longest_only,1248
SRR18510408.unmapped.longest_only,3584
SRR18509604.unmapped.longest_only,1031
SRR18510090.unmapped.longest_only,6034
SRR18510652.unmapped.longest_only,818
SRR18509613.unmapped.longest_only,1436
SRR18510977.unmapped.longest_only,886
SRR18509126.unmapped.longest_only,898
SRR18511439.unmapped.longest_only,1379
SRR18510681.unmapped.longest_only,697
SRR18509706.unmapped.longest_only,1464
SRR18510549.unmapped.longest_only,5439
SRR18509145.unmapped.longest_only,834
SRR18510834.unmapped.longest_only,952
SRR18510958.unmapped.longest_only,2741
SRR18509597.unmapped.longest_only,1715
SRR18511352.unmapped.longest_only,1326
SRR18510585.unmapped.longest_only,2455
SRR18510707.unmapped.longest_only,2274
SRR18510972.unmapped.longest_only,2477
SRR18509360.unmapped.longest_only,1053
SRR18509458.unmapped.longest_only,3082
SRR18511249.unmapped.longest_only,1361
SRR18509660.unmapped.longest_only,1329
SRR18510125.unmapped.longest_only,2384
SRR18510028.unmapped.longest_only,1526
SRR18509887.unmapped.longest_only,1288
SRR18511323.unmapped.longest_only,1236
SRR18510566.unmapped.longest_only,983
SRR18510951.unmapped.longest_only,5767
SRR18509876.unmapped.longest_only,6916
SRR18510179.unmapped.longest_only,1732
SRR18511304.unmapped.longest_only,1389
SRR18509628.unmapped.longest_only,920
SRR18510292.unmapped.longest_only,1916
SRR18511350.unmapped.longest_only,1772
SRR18511134.unmapped.longest_only,1060
SRR18509441.unmapped.longest_only,4182
SRR18510456.unmapped.longest_only,1496
SRR18509370.unmapped.longest_only,825
SRR18509917.unmapped.longest_only,1637
SRR18510149.unmapped.longest_only,4284
SRR18511451.unmapped.longest_only,842
SRR18510152.unmapped.longest_only,1209
SRR18509034.unmapped.longest_only,1130
SRR18511351.unmapped.longest_only,1803
SRR18510231.unmapped.longest_only,1616
SRR18510899.unmapped.longest_only,1521
SRR18509900.unmapped.longest_only,2017
SRR18509469.unmapped.longest_only,3443
SRR18510331.unmapped.longest_only,914
SRR18510185.unmapped.longest_only,1718
SRR18511174.unmapped.longest_only,1067
SRR18509128.unmapped.longest_only,845
SRR18509851.unmapped.longest_only,2762
SRR18510774.unmapped.longest_only,852
SRR18511300.unmapped.longest_only,1426
SRR18510687.unmapped.longest_only,1845
SRR18511432.unmapped.longest_only,2793
SRR18509076.unmapped.longest_only,3167
SRR18511123.unmapped.longest_only,747
SRR18509926.unmapped.longest_only,1452
SRR18509590.unmapped.longest_only,1813
SRR18511460.unmapped.longest_only,1581
SRR18510356.unmapped.longest_only,860
SRR18509112.unmapped.longest_only,2195
SRR18511355.unmapped.longest_only,5459
SRR18510784.unmapped.longest_only,1708
SRR18509667.unmapped.longest_only,1306
SRR18509755.unmapped.longest_only,2090
SRR18509797.unmapped.longest_only,1034
SRR18509581.unmapped.longest_only,1455
SRR18510401.unmapped.longest_only,4788
SRR18510849.unmapped.longest_only,1597
SRR18510796.unmapped.longest_only,1121
SRR18509272.unmapped.longest_only,1936
SRR18510802.unmapped.longest_only,966
SRR18509041.unmapped.longest_only,1442
SRR18510612.unmapped.longest_only,862
SRR18509815.unmapped.longest_only,1468
SRR18511166.unmapped.longest_only,968
SRR18511388.unmapped.longest_only,554
SRR18509483.unmapped.longest_only,1253
SRR18510929.unmapped.longest_only,956
SRR18510338.unmapped.longest_only,1220
SRR18509496.unmapped.longest_only,1458
SRR18510307.unmapped.longest_only,2245
SRR18510755.unmapped.longest_only,1120
SRR18509467.unmapped.longest_only,2083
SRR18509867.unmapped.longest_only,986
SRR18510636.unmapped.longest_only,1706
SRR18509460.unmapped.longest_only,1653
SRR18511248.unmapped.longest_only,1121
SRR18509784.unmapped.longest_only,1244
SRR18511187.unmapped.longest_only,1813
SRR18509528.unmapped.longest_only,1781
SRR18511428.unmapped.longest_only,1707
SRR18510811.unmapped.longest_only,980
SRR18510124.unmapped.longest_only,1077
SRR18510610.unmapped.longest_only,1458
SRR18510309.unmapped.longest_only,1756
SRR18511126.unmapped.longest_only,967
SRR18511316.unmapped.longest_only,1530
SRR18510926.unmapped.longest_only,1680
SRR18510700.unmapped.longest_only,692
SRR18511344.unmapped.longest_only,1677
SRR18509804.unmapped.longest_only,1141
SRR18510360.unmapped.longest_only,1425
SRR18510026.unmapped.longest_only,1046
SRR18509730.unmapped.longest_only,831
SRR18510728.unmapped.longest_only,728
SRR18510495.unmapped.longest_only,1148
SRR18509193.unmapped.longest_only,1295
SRR18509037.unmapped.longest_only,1276
SRR18511348.unmapped.longest_only,1377
SRR18509547.unmapped.longest_only,906
SRR18511117.unmapped.longest_only,682
SRR18510895.unmapped.longest_only,1674
SRR18509439.unmapped.longest_only,6296
SRR18510797.unmapped.longest_only,2052
SRR18511294.unmapped.longest_only,1520
SRR18511115.unmapped.longest_only,729
SRR18510419.unmapped.longest_only,1683
SRR18511332.unmapped.longest_only,1100
SRR18510967.unmapped.longest_only,1548
SRR18509646.unmapped.longest_only,2017
SRR18510650.unmapped.longest_only,952
SRR18510924.unmapped.longest_only,5703
SRR18510542.unmapped.longest_only,1052
SRR18511178.unmapped.longest_only,1339
SRR18510398.unmapped.longest_only,2313
SRR18510320.unmapped.longest_only,935
SRR18509863.unmapped.longest_only,1339
SRR18509522.unmapped.longest_only,1377
SRR18509177.unmapped.longest_only,2169
SRR18511410.unmapped.longest_only,967
SRR18510599.unmapped.longest_only,1742
SRR18509839.unmapped.longest_only,1613
SRR18511293.unmapped.longest_only,2466
SRR18509640.unmapped.longest_only,1275
SRR18510461.unmapped.longest_only,855
SRR18510341.unmapped.longest_only,1202
SRR18510188.unmapped.longest_only,1461
SRR18509223.unmapped.longest_only,1083
SRR18511268.unmapped.longest_only,26196
SRR18510144.unmapped.longest_only,1089
SRR18509880.unmapped.longest_only,1023
SRR18511088.unmapped.longest_only,1281
SRR18510017.unmapped.longest_only,1264
SRR18509936.unmapped.longest_only,870
SRR18509731.unmapped.longest_only,3726
SRR18509988.unmapped.longest_only,2905
SRR18509239.unmapped.longest_only,978
SRR18510947.unmapped.longest_only,1500
SRR18510629.unmapped.longest_only,1283
SRR18510860.unmapped.longest_only,986
SRR18509285.unmapped.longest_only,1069
SRR18511243.unmapped.longest_only,1124
SRR18509122.unmapped.longest_only,742
SRR18510337.unmapped.longest_only,893
SRR18511209.unmapped.longest_only,1755
SRR18510322.unmapped.longest_only,2014
SRR18510440.unmapped.longest_only,1523
SRR18511011.unmapped.longest_only,1144
SRR18509849.unmapped.longest_only,2641
SRR18511478.unmapped.longest_only,1269
SRR18509649.unmapped.longest_only,2279
SRR18509478.unmapped.longest_only,1310
SRR18510414.unmapped.longest_only,2373
SRR18509933.unmapped.longest_only,2114
SRR18511235.unmapped.longest_only,2703
SRR18509944.unmapped.longest_only,1264
SRR18511340.unmapped.longest_only,967
SRR18509838.unmapped.longest_only,15576
SRR18511008.unmapped.longest_only,984
SRR18511018.unmapped.longest_only,1728
SRR18509856.unmapped.longest_only,874
SRR18510754.unmapped.longest_only,1935
SRR18510902.unmapped.longest_only,921
SRR18510953.unmapped.longest_only,976
SRR18511075.unmapped.longest_only,1847
SRR18509142.unmapped.longest_only,2780
SRR18511219.unmapped.longest_only,1024
SRR18510639.unmapped.longest_only,1794
SRR18511150.unmapped.longest_only,1721
SRR18509249.unmapped.longest_only,1158
SRR18509746.unmapped.longest_only,1195
SRR18511454.unmapped.longest_only,1272
SRR18509364.unmapped.longest_only,1138
SRR18509725.unmapped.longest_only,1128
SRR18511345.unmapped.longest_only,2219
SRR18509703.unmapped.longest_only,1331
SRR18510479.unmapped.longest_only,3126
SRR18511063.unmapped.longest_only,1284
SRR18509111.unmapped.longest_only,2631
SRR18511378.unmapped.longest_only,1111
SRR18509358.unmapped.longest_only,1166
SRR18509978.unmapped.longest_only,1356
SRR18510092.unmapped.longest_only,2224
SRR18511200.unmapped.longest_only,2519
SRR18509143.unmapped.longest_only,1676
SRR18511005.unmapped.longest_only,1313
SRR18509582.unmapped.longest_only,1296
SRR18510800.unmapped.longest_only,1991
SRR18509636.unmapped.longest_only,2393
SRR18509402.unmapped.longest_only,1099
SRR18510449.unmapped.longest_only,2119
SRR18509209.unmapped.longest_only,652
SRR18510659.unmapped.longest_only,751
SRR18509091.unmapped.longest_only,933
SRR18509248.unmapped.longest_only,2115
SRR18509398.unmapped.longest_only,2044
SRR18509575.unmapped.longest_only,1023
SRR18509709.unmapped.longest_only,1341
SRR18509631.unmapped.longest_only,1265
SRR18511251.unmapped.longest_only,2151
SRR18510455.unmapped.longest_only,998
SRR18510368.unmapped.longest_only,1609
SRR18511492.unmapped.longest_only,936
SRR18509055.unmapped.longest_only,1696
SRR18510187.unmapped.longest_only,1989
SRR18509669.unmapped.longest_only,2913
SRR18509354.unmapped.longest_only,2080
SRR18509864.unmapped.longest_only,2037
SRR18509022.unmapped.longest_only,3771
SRR18509821.unmapped.longest_only,2000
SRR18511422.unmapped.longest_only,689
SRR18509395.unmapped.longest_only,1524
SRR18510702.unmapped.longest_only,1190
SRR18509836.unmapped.longest_only,1168
SRR18510821.unmapped.longest_only,1632
SRR18510865.unmapped.longest_only,1931
SRR18510742.unmapped.longest_only,1083
SRR18509538.unmapped.longest_only,1079
SRR18511443.unmapped.longest_only,1012
SRR18510913.unmapped.longest_only,2086
SRR18510983.unmapped.longest_only,1192
SRR18510325.unmapped.longest_only,1072
SRR18510613.unmapped.longest_only,1041
SRR18510374.unmapped.longest_only,2912
SRR18511067.unmapped.longest_only,14713
SRR18511471.unmapped.longest_only,1663
SRR18509101.unmapped.longest_only,937
SRR18510363.unmapped.longest_only,1564
SRR18510557.unmapped.longest_only,1654
SRR18510843.unmapped.longest_only,1009
SRR18510688.unmapped.longest_only,1222
SRR18511425.unmapped.longest_only,1318
SRR18509564.unmapped.longest_only,2101
SRR18509105.unmapped.longest_only,1302
SRR18509298.unmapped.longest_only,1828
SRR18510690.unmapped.longest_only,2447
SRR18509356.unmapped.longest_only,6892
SRR18511099.unmapped.longest_only,6930
SRR18511364.unmapped.longest_only,3410
SRR18509991.unmapped.longest_only,1697
SRR18510717.unmapped.longest_only,1896
SRR18509352.unmapped.longest_only,1293
SRR18509616.unmapped.longest_only,1134
SRR18509519.unmapped.longest_only,1379
SRR18509663.unmapped.longest_only,1005
SRR18509296.unmapped.longest_only,822
SRR18509605.unmapped.longest_only,868
SRR18509138.unmapped.longest_only,1287
SRR18509464.unmapped.longest_only,1635
SRR18510156.unmapped.longest_only,2359
SRR18510878.unmapped.longest_only,1669
SRR18509198.unmapped.longest_only,1723
SRR18511185.unmapped.longest_only,1064
SRR18509312.unmapped.longest_only,1037
SRR18511375.unmapped.longest_only,1937
SRR18511168.unmapped.longest_only,815
SRR18510741.unmapped.longest_only,1436
SRR18510436.unmapped.longest_only,1521
SRR18511396.unmapped.longest_only,1436
SRR18511206.unmapped.longest_only,2921
SRR18510407.unmapped.longest_only,2214
SRR18511359.unmapped.longest_only,1843
SRR18510740.unmapped.longest_only,2376
SRR18511013.unmapped.longest_only,1406
SRR18510043.unmapped.longest_only,1338
SRR18511490.unmapped.longest_only,463
SRR18510258.unmapped.longest_only,1114
SRR18509254.unmapped.longest_only,3564
SRR18511358.unmapped.longest_only,2832
SRR18510833.unmapped.longest_only,2161
SRR18510888.unmapped.longest_only,1002
SRR18510061.unmapped.longest_only,924
SRR18509166.unmapped.longest_only,1468
SRR18510452.unmapped.longest_only,1972
SRR18509841.unmapped.longest_only,1586
SRR18511068.unmapped.longest_only,17456
SRR18509952.unmapped.longest_only,2353
SRR18511015.unmapped.longest_only,1965
SRR18509886.unmapped.longest_only,2939
SRR18511392.unmapped.longest_only,1719
SRR18509383.unmapped.longest_only,1187
SRR18510716.unmapped.longest_only,2779
SRR18511503.unmapped.longest_only,1825
SRR18509280.unmapped.longest_only,1002
SRR18511275.unmapped.longest_only,2178
SRR18510597.unmapped.longest_only,1113
SRR18510956.unmapped.longest_only,883
SRR18509092.unmapped.longest_only,1333
SRR18511182.unmapped.longest_only,1411
SRR18511500.unmapped.longest_only,1403
SRR18511256.unmapped.longest_only,1167
SRR18510544.unmapped.longest_only,2187
SRR18511496.unmapped.longest_only,2327
SRR18509401.unmapped.longest_only,814
SRR18510881.unmapped.longest_only,1506
SRR18510009.unmapped.longest_only,1357
SRR18509513.unmapped.longest_only,1083
SRR18511502.unmapped.longest_only,1434
SRR18511383.unmapped.longest_only,912
SRR18510330.unmapped.longest_only,1479
SRR18510037.unmapped.longest_only,1147
SRR18511328.unmapped.longest_only,972
SRR18511215.unmapped.longest_only,779
SRR18510463.unmapped.longest_only,1370
SRR18510457.unmapped.longest_only,2116
SRR18509388.unmapped.longest_only,887
SRR18509891.unmapped.longest_only,1966
SRR18510293.unmapped.longest_only,1535
SRR18510286.unmapped.longest_only,4058
SRR18509283.unmapped.longest_only,857
SRR18510148.unmapped.longest_only,1687
SRR18510733.unmapped.longest_only,1493
SRR18511189.unmapped.longest_only,1525
SRR18510901.unmapped.longest_only,779
SRR18511036.unmapped.longest_only,1933
SRR18510418.unmapped.longest_only,1240
SRR18511113.unmapped.longest_only,1219
SRR18509625.unmapped.longest_only,1792
SRR18509517.unmapped.longest_only,2772
SRR18510396.unmapped.longest_only,816
SRR18511438.unmapped.longest_only,975
SRR18509433.unmapped.longest_only,2668
SRR18511236.unmapped.longest_only,1176
SRR18510115.unmapped.longest_only,1250
SRR18509599.unmapped.longest_only,3151
SRR18509758.unmapped.longest_only,1151
SRR18510731.unmapped.longest_only,2301
SRR18509050.unmapped.longest_only,1646
SRR18511195.unmapped.longest_only,1095
SRR18510923.unmapped.longest_only,8424
SRR18510372.unmapped.longest_only,1423
SRR18510635.unmapped.longest_only,2559
SRR18509633.unmapped.longest_only,1649
SRR18511026.unmapped.longest_only,1406
SRR18510644.unmapped.longest_only,1829
SRR18510963.unmapped.longest_only,2400
SRR18510568.unmapped.longest_only,770
SRR18509275.unmapped.longest_only,1216
SRR18509557.unmapped.longest_only,1088
SRR18509327.unmapped.longest_only,835
SRR18509406.unmapped.longest_only,1084
SRR18510596.unmapped.longest_only,1791
SRR18509707.unmapped.longest_only,949
SRR18509818.unmapped.longest_only,1103
SRR18509967.unmapped.longest_only,1229
SRR18510033.unmapped.longest_only,1130
SRR18511213.unmapped.longest_only,1374
SRR18510787.unmapped.longest_only,1572
SRR18509033.unmapped.longest_only,1472
SRR18510680.unmapped.longest_only,992
SRR18510900.unmapped.longest_only,1144
SRR18509475.unmapped.longest_only,1648
SRR18509929.unmapped.longest_only,938
SRR18510406.unmapped.longest_only,1975
SRR18511072.unmapped.longest_only,1430
SRR18509227.unmapped.longest_only,1174
SRR18510221.unmapped.longest_only,1076
SRR18511162.unmapped.longest_only,883
SRR18510397.unmapped.longest_only,2526
SRR18510389.unmapped.longest_only,1173
SRR18509187.unmapped.longest_only,2013
SRR18509087.unmapped.longest_only,1202
SRR18509244.unmapped.longest_only,1672
SRR18510010.unmapped.longest_only,2263
SRR18510177.unmapped.longest_only,3344
SRR18510710.unmapped.longest_only,1935
SRR18509295.unmapped.longest_only,978
SRR18509404.unmapped.longest_only,995
SRR18509392.unmapped.longest_only,762
SRR18509740.unmapped.longest_only,1705
SRR18509848.unmapped.longest_only,1048
SRR18511296.unmapped.longest_only,1816
SRR18509304.unmapped.longest_only,608
SRR18510021.unmapped.longest_only,1069
